,Unnamed: 0,user_id,song_id,listen_count,title,release,artist_name,year
4663,4663,143,846,1,Waking Up In Vegas (Calvin Harris Remix Edit),Waking Up In Vegas,Katy Perry,2009
4664,4664,143,3088,1,Blumenwiese Neben Autobahn,Far Away Trains Passing By,Ulrich Schnauss,2001
4665,4665,143,3089,2,Blank Expression,Alright_ Still (Deluxe),Lily Allen,2006
4666,4666,143,1486,2,Estoy Aquí,The Remixes,Shakira,1995
4667,4667,143,1876,2,Splitting The Atom,Splitting The Atom,Massive Attack,2009
4668,4668,143,3090,1,Dem Haters,A Girl Like Me,Rihanna / Dwane Husbands,2006
4669,4669,143,949,4,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0
4670,4670,143,1521,2,Already Gone,All I Ever Wanted,Kelly Clarkson,2009
4671,4671,143,1072,2,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008
4672,4672,143,3091,3,Deseo,Eco,Jorge Drexler,2005
4673,4673,143,3092,1,One Of The Boys,One Of The Boys,Katy Perry,2008
4674,4674,143,9,8,Sehr kosmisch,Musik von Harmonia,Harmonia,0
4675,4675,143,3093,1,Beautiful Liar,Beautiful Liar,Beyonce & Shakira,0
4676,4676,143,3094,2,Goodnight And Goodbye,Jonas Brothers,Jonas Brothers,2007
4677,4677,143,3095,4,No One,Now That's What I Call Music! 69,Alicia Keys,2007
4678,4678,143,3096,3,No Pienses De Mas,Llueve,Jorge Drexler,1998
4679,4679,143,3097,1,El Capitalismo Foráneo,La Revancha Del Tango,Gotan Project,2001
4680,4680,143,3098,1,One More Sad Song,The All-American Rejects,The All-American Rejects,2001
4681,4681,143,3099,2,Can't Get Enough Of Your Love_ Babe,Barry White - The Collection,Barry White,0
4682,4682,143,3100,1,June 9th,Hi Scores,Boards of Canada,1996
4683,4683,143,3101,4,Época,La Revancha Del Tango,Gotan Project,2001
4684,4684,143,3102,3,Todo se transforma (Cara B),Todo se transforma,Jorge Drexler,2008
4685,4685,143,3103,1,Rock Steady,Singlar 2005,Gul 3,0
4686,4686,143,861,1,Damn Girl,FutureSex/LoveSounds,Justin Timberlake;Justin Timberlake featuring will.i.am,2006
4687,4687,143,3104,4,Girl I Love You,Heligoland,Massive Attack,2010
4688,4688,143,3105,6,White Flag,Life For Rent,Dido,2003
4689,4689,143,2738,5,Lesson Learned,As I Am,Alicia Keys featuring John Mayer,2007
4690,4690,143,2573,2,Home (Album Version),It's Time,Michael Bublé,2005
4691,4691,143,3106,7,Slow Down,The Diary Of Alicia Keys,Alicia Keys,2003
4692,4692,143,3107,4,Guitarra y vos,Eco,Jorge Drexler,2005
4693,4693,143,3108,3,How It Feels To Fly,The Element Of Freedom,Alicia Keys,2009
4694,4694,143,2574,2,Save The Last Dance For Me [Ralphi Rosario Anthomic Vocal],Save The Last Dance For Me EP,Michael Bublé,0
4695,4695,143,1158,1,Smooth Operator,The Best Of Sade,Sade,1983
4696,4696,143,3109,2,Still In Love With You,Jonas Brothers,Jonas Brothers,2007
4697,4697,143,3110,3,Never Felt This Way,Songs In A Minor,Alicia Keys,2001
4698,4698,143,3111,1,Rush Minute,Heligoland,Massive Attack,2010
4699,4699,143,3112,1,Loba,She Wolf,Shakira,2009
4700,4700,143,2750,1,Hypnotized (featuring Akon) (Explicit Album Version),The Real Testament,Plies featuring Akon,2007
4701,4701,143,3113,3,Did it Again,Did it Again,Shakira,2009
4702,4702,143,3114,1,Georgia On My Mind (Album Version),Crazy Love,Michael Bublé,2009
4703,4703,143,1398,1,Still On My Brain,Justified,Justin Timberlake,2002
4704,4704,143,3115,1,The Day and the Time (featuring Gustavo Cerati),Oral Fixation Vol. 2,Shakira,0
4705,4705,143,1093,1,Don't Stop The Music,Don't Stop The Music/ Remixes,Rihanna,2007
4706,4706,143,2576,2,I've Got You Under My Skin (Album Version),It's Time,Michael Bublé,2005
4707,4707,143,3116,7,Wake Up,The Diary Of Alicia Keys,Alicia Keys,2003
4708,4708,143,2664,1,Heat Miser,Protection,Massive Attack,1994
4709,4709,143,3117,5,Tríptico,La Revancha Del Tango,Gotan Project,2000
4710,4710,143,2021,13,Un-thinkable (I'm Ready),The Element Of Freedom,Alicia Keys,2009
4711,4711,143,3118,1,Hovering,Breakout,Miley Cyrus,2008
4712,4712,143,3119,1,La Del Ruso,La Revancha Del Tango,Gotan Project,2001
4713,4713,143,3120,1,Beach Party,No Way Down,Air France,2006
4714,4714,143,1027,1,You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2006
4715,4715,143,956,1,Pump It,Pump It,Black Eyed Peas,2005
4716,4716,143,3121,5,Harlem's Nocturne,The Diary Of Alicia Keys,Alicia Keys,2003
4717,4717,143,2314,1,Dirty Little Secret,Dirty Little Secret,The All-American Rejects,2005
4718,4718,143,3122,1,Windmill Wedding,No Way Down,Air France,2008
4719,4719,143,1477,2,Come Fly With Me (Album Version),Michael Bublé,Michael Bublé,2003
4720,4720,143,3123,1,Happy Endings,The All-American Rejects,The All-American Rejects,2003
4721,4721,143,3124,1,Donde Estas Corazon,Grandes Exitos,Shakira,0
4722,4722,143,1979,5,Babel,Heligoland,Massive Attack,2010
4723,4723,143,3125,2,Milonga del moro judio,Eco,Jorge Drexler,2005
4724,4724,143,1461,1,Y Hubo Alguien,Contra La Corriente,Marc Anthony,1997
4725,4725,143,3126,1,Last Tango In Paris,La Revancha Del Tango,Gotan Project,2000
4726,4726,143,3127,2,Me And Mrs. Jones (Album Version),Call Me Irresponsible,Michael Bublé,2007
4727,4727,143,3128,2,Always On My Mind (Album Version),Call Me Irresponsible,Michael Bublé,2007
4728,4728,143,3129,2,Mr. Man,Songs In A Minor,Alicia Keys;Jimmy Cozier,2001
4729,4729,143,1171,1,Never As Good As The First Time,Promise,Sade,1985
4730,4730,143,960,1,I Gotta Feeling (FMIF Remix Edit),One Love,Black Eyed Peas,2009
4731,4731,143,3130,3,Like You'll Never See Me Again,Like You'll Never See Me Again,Alicia Keys,2007
4732,4732,143,3131,3,Transporte,Eco,Jorge Drexler,2005
4733,4733,143,3132,3,Don de fluir,Eco,Jorge Drexler,2005
4734,4734,143,3133,1,A Little Bit Longer,A Little Bit Longer,Jonas Brothers,2008
4735,4735,143,322,7,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
4736,4736,143,3134,2,Sly,Protection,Massive Attack,1994
4737,4737,143,3135,7,A Prayer,Red Balloon,East Blues Experience,0
4738,4738,143,1711,2,How Sweet It Is (Album Version),It's Time,Michael Bublé,2005
4739,4739,143,3136,1,Some Kind Of Wonderful (Non-Album Track),Crazy Love,Michael Bublé,2009
4740,4740,143,3137,5,A Woman's Worth,Songs In A Minor,Alicia Keys,2001
4741,4741,143,3138,1,Si Te Vas,Grandes Exitos,Shakira,1998
4742,4742,143,886,10,If I Ain't Got You,R&B Love Collection 08,Alicia Keys,2003
4743,4743,143,2424,1,My All,The Remixes,Mariah,1997
4744,4744,143,3139,1,Sorry,A Little Bit Longer,Jonas Brothers,2008
4745,4745,143,3140,2,Mack The Knife (Album Version),Special Delivery,Michael Bublé,2010
4746,4746,143,2881,1,Lunático,Gotan Project live,Gotan Project,2006
4747,4747,143,3141,2,Stoned,Life For Rent,Dido,2003
4748,4748,143,30,2,High and dry,12 segundos de oscuridad,Jorge Drexler,2006
4749,4749,143,1444,1,Human,Clubland Summer 2009,The Killers,2008
4750,4750,143,3142,2,How,Gold,The Cranberries,1993
4751,4751,143,2318,1,The Beautiful Ones (Featuring Dru Hill),3 CD Boxset,Mariah Carey Featuring Dru Hill,0
4752,4752,143,2586,2,You'll Never Find Another Love Like Mine (Album Version),Michael Bublé,Michael Bublé,2003
4753,4753,143,1802,1,Boys Boys Boys,The Fame Monster,Lady GaGa,2008
4754,4754,143,2779,1,I Don't Need A Man,R&B Divas,The Pussycat Dolls,2005
4755,4755,143,3143,2,Mary's In India,Life For Rent,Dido,2003
4756,4756,143,1031,1,Know You Now,Frank,Amy Winehouse,2003
4757,4757,143,609,1,We Own The Sky (Edit),We Own The Sky,M83,2008
4758,4758,143,3144,1,Pienso En Ti,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),Shakira,1995
4759,4759,143,1644,1,This Is Your Life,Day & Age,The Killers,2008
4760,4760,143,3145,1,Shut Up,Hits For Kids 11,Black Eyed Peas,2003
4761,4761,143,2031,1,Don't Cha,PCD,The Pussycat Dolls / Busta Rhymes,2005
4762,4762,143,3146,8,Nobody Not Really (Interlude),The Diary Of Alicia Keys,Alicia Keys,2003
4763,4763,143,1354,1,Stupid In Love,Rated R,Rihanna,2009
4764,4764,143,1537,6,Empire State Of Mind (Part II) Broken Down,Empire State Of Mind (Part II) Broken Down,Alicia Keys,0
4765,4765,143,1500,1,Octavo Día,Shakira MTV Unplugged,Shakira,1998
4766,4766,143,898,1,The Climb,Hannah Montana The Movie,Miley Cyrus,2009
4767,4767,143,3147,3,My Humps,Monkey Business,Black Eyed Peas,2005
4768,4768,143,1185,1,Your Love Is King,Diamond Life,Sade,1983
4769,4769,143,2589,2,Sway (Album Version),Michael Bublé,Michael Bublé,2003
4770,4770,143,3148,3,Salvapantallas,Eco,Jorge Drexler,2005
4771,4771,143,1480,2,Dream A Little Dream Of Me (Album Version),Special Delivery,Michael Bublé,2010
4772,4772,143,1234,1,Hey Mama,Elephunk,Black Eyed Peas,2003
4773,4773,143,1563,1,I Can't Stay,Day & Age,The Killers,2008
4774,4774,143,3149,1,Talk Is Cheap,The Time Of Our Lives,Miley Cyrus,2009
4775,4775,143,2561,2,Try Sleeping With A Broken Heart,Try Sleeping With A Broken Heart,Alicia Keys,2009
4776,4776,143,2591,2,Quando_ Quando_ Quando (Album Version),It's Time,Michael Bublé (With Nelly Furtado),2005
4777,4777,143,903,1,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009
4778,4778,143,2425,2,That's All (Album Version),Michael Bublé,Michael Bublé,2003
4779,4779,143,2355,1,King Of The Rodeo,Aha Shake Heartbreak,Kings Of Leon,2004
4780,4780,143,3150,2,Can't Help Falling In Love (Album Version) (Studio),Come Fly With Me,Michael Bublé,2004
4781,4781,143,2799,5,Doesn't Mean Anything,Doesn't Mean Anything,Alicia Keys,2009
4782,4782,143,1122,3,I Gotta Feeling,Todo Éxitos 2009,Black Eyed Peas,2009
4783,4783,143,3151,1,Hello,I AM...SASHA FIERCE,Beyoncé,2008
4784,4784,143,3152,3,Time Of My Life,8 Mile,Macy Gray,2002
4785,4785,143,2592,1,Song For You (Album Version),It's Time,Michael Bublé (Featuring Chris Botti),2005
4786,4786,143,3153,1,Una Música Brutal,La Revancha Del Tango,Gotan Project,2001
4787,4787,143,1999,4,Psyche,Heligoland,Massive Attack,2010
4788,4788,143,3154,3,Al otro lado del Río,Motorcycle Diaries with additional Music,Jorge Drexler / Jeff Eckels / Carina Voly / John Vriesacker / Ana Laan / Leo Sidran / Ben Sidran,2004
4789,4789,143,3155,5,Thank You,No Angel,Dido,1998
4790,4790,143,3156,1,Mona Lisa (When The World Comes Down),When The World Comes Down,The All-American Rejects,2009
4791,4791,143,3157,3,Eco,Eco,Jorge Drexler,2005
4792,4792,143,3158,6,Streets Of New York (City Life),Unplugged,Alicia Keys,2005
4793,4793,143,2326,1,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006
4794,4794,143,1327,2,For Once In My Life (Album Version),Michael Bublé,Michael Bublé,2003
4795,4795,143,3159,2,You And I (Album Version),It's Time,Michael Bublé,2005
4796,4796,143,3160,1,Se Quiere_ Se Mata,Pies Descalzos,Shakira,1995
4797,4797,143,3161,3,Atlas Air,Heligoland,Massive Attack,2010
4798,4798,143,3162,1,Broken-Hearted Girl,Broken-Hearted Girl,Beyoncé,2008
4799,4799,143,3163,1,Tú,Shakira MTV Unplugged,Shakira,1998
4800,4800,143,3164,1,Break It Off,A Girl Like Me,Rihanna / Sean Paul,2006
4801,4801,144,89,6,Undo,Vespertine Live,Björk,2001
4802,4802,144,3165,2,Makes Me Wonder,Makes Me Wonder,Maroon 5,2007
4803,4803,144,9,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0
4804,4804,144,1084,2,Te Amo,Rated R,Rihanna,2009
4805,4805,144,3166,2,Interactive Halloween Bear,TV Loves You Back,Restiform Bodies,2008
4806,4806,144,1533,8,Sayonara-Nostalgia,Yuugata Generation,Base Ball Bear,2005
4807,4807,144,891,1,Alejandro,The Fame Monster,Lady GaGa,2009
4808,4808,144,105,7,Revelry,Only By The Night,Kings Of Leon,2008
4809,4809,144,330,2,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0
4810,4810,144,966,1,Whatcha Say,Whatcha Say,Jason Derulo,2009
4811,4811,145,3167,1,New Orleans (Album Version),Rock N Roll Jesus,Kid Rock,2007
4812,4812,145,3168,1,Jenny Was A Friend Of Mine,Hot Fuss,The Killers,2004
4813,4813,145,2980,1,T-R-O-U-B-L-E,T-R-O-U-B-L-E / Leave My Girl Alone [Digital 45],Travis Tritt,1992
4814,4814,145,2317,1,Chantilly Lace,Spotlight On The Big Bopper,Big Bopper,1959
4815,4815,145,3169,1,True Love Ways,The Worth It Collection,Buddy Holly,1960
4816,4816,146,3170,5,Hallelujah (Album Version),Riot!,Paramore,0
4817,4817,146,300,1,S.O.S.,SOS,Jonas Brothers,2007
4818,4818,146,1431,1,Grow Up and Blow Away,Grow Up and Blow Away,Metric,2001
4819,4819,146,3171,1,Crack The Shutters,A Hundred Million Suns,Snow Patrol,2008
4820,4820,146,3172,2,Dancin' On The Killing Floor,It's Not Unusual,Dread Zeppelin,1992
4821,4821,146,2401,1,Everywhere I Go,Thickfreakness,The Black Keys,2003
4822,4822,147,92,4,You're The One,If There Was A Way,Dwight Yoakam,1990
4823,4823,147,3173,1,Kennedy Rag,Stop & Listen,Suzy Thompson,0
4824,4824,147,96,6,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
4825,4825,147,3174,3,Clara meets Slope - Hard To Say,All I Can Provide,Clara Hill,2006
4826,4826,147,3175,1,Illan kaunein nainen (Tava-live),Yo Tekee Meista Varkaat,Sir Elwoodin Hiljaiset Varit,1992
4827,4827,147,3176,3,Recado Falado (Metrô Da Saudade),2 Em 1,Alceu Valença,0
4828,4828,147,3177,4,Here_ There And Everywhere,Don't Take Your Time,Erin Bode,2004
4829,4829,147,3036,4,Master Of Puppets,Master Of Puppets,Metallica,1986
4830,4830,147,3178,4,Pitiful (Radio Edit) (),Pitiful (Explicit),Sick Puppies,0
4831,4831,147,3179,5,I Wonder Why,Backline Volume 46,Dion & The Belmonts,1958
4832,4832,147,1041,2,Voices On A String (Album Version),Kill The House Lights,Thursday,2007
4833,4833,147,3180,1,Rose Among the Ashes,The Lost_ The Sick_ The Sacred,Inhale Exhale,0
4834,4834,148,3181,9,Lovefool,Best Of,The Cardigans,1996
4835,4835,148,3182,14,Don't Speak,The Singles Collection,No Doubt,1995
4836,4836,148,1043,8,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976
4837,4837,148,1232,5,Beautiful,Hotel,Moby,2005
4838,4838,148,1552,1,My Immortal (Album Version),Fallen,Evanescence,2003
4839,4839,148,3183,3,Llamado De Emergencia,Talento De Barrio,Daddy Yankee,2008
4840,4840,148,3184,5,Laura non c'è,Lei_ gli amici e tutto il resto,Nek,0
4841,4841,148,119,10,In My Place,A Rush Of Blood To The Head,Coldplay,2001
4842,4842,148,258,9,Missing,Love In The 90's,Everything But The Girl,1994
4843,4843,148,3185,10,Erase / Rewind,Gran Turismo,The Cardigans,2005
4844,4844,148,1098,5,Bring Me To Life,Fallen,Evanescence,2003
4845,4845,148,160,6,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones,0
4846,4846,148,1531,3,La Despedida,Daddy Yankee Mundial,Daddy Yankee,2010
4847,4847,148,821,1,Creep (Explicit),Pablo Honey,Radiohead,1993
4848,4848,148,3064,1,Wild World,Tea For The Tillerman,Cat Stevens,1970
4849,4849,148,3186,4,Salio El Sol,King Of Kings,Don Omar,2006
4850,4850,148,3187,2,Torn,Love Song,Natalie Imbruglia,1997
4851,4851,148,1309,7,Dile,DIle/Provocandome/Intocable,Don Omar,2003
4852,4852,149,3188,14,Blessed Be Your Name,In Christ Alone,Matt Redman,2002
4853,4853,149,3189,14,You Never Let Go,The Best Of Passion (So Far),Matt Redman,2006
4854,4854,150,3082,1,I'm Still Breathing,One Of The Boys (iTunes Exclusive),Katy Perry,2008
4855,4855,150,3190,1,Opus No. 14,Piano Solos,Dustin O'Halloran,2004
4856,4856,150,3191,1,Grind On You (LP Version),Get Up On It,Keith Sweat,1994
4857,4857,150,3192,1,Ms. Jackson,Big Boi & Dre Present_ Outkast,OutKast,2000
4858,4858,150,1478,1,Hate On Me,The Real Thing Words & Sounds Vol 3 Deluxe Edition,Jill Scott,2007
4859,4859,150,3193,1,The Whole World,Big Boi & Dre Present_ Outkast,Outkast Featuring Killer Mike,0
4860,4860,150,3194,1,Say Yes,Floetic,Floetry,2002
4861,4861,150,3195,1,I Feel So Fine ,I Feel So Fine - Single,KMC Feat. Dhany,0
4862,4862,150,3196,1,Diamonds And Pearls [Edit],The Hits/The B-Sides 3,Prince & The New Power Generation,0
4863,4863,150,3197,1,The Trooper (1998 Digital Remaster),Ed Hunter,Iron Maiden,0
4864,4864,151,90,5,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0
4865,4865,151,2910,2,Lay Your Hands On Me,New Jersey: Special Edition,Bon Jovi,1988
4866,4866,151,3198,1,Ramblin (Wo)man,Jukebox,Cat Power,2008
4867,4867,151,1591,1,Flagpole Sitta,Scooby-Doo 2: Monsters Unleashed,Harvey Danger,1997
4868,4868,151,3199,2,Beach Baby,Blood Bank,Bon Iver,2009
4869,4869,151,2142,1,Promises Like Pie-Crust (Album),No Promises,Carla Bruni,2007
4870,4870,151,862,4,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009
4871,4871,151,3200,2,Blood Bank,Blood Bank,Bon Iver,2009
4872,4872,151,2494,1,The Moon,The Greatest,Cat Power,2006
4873,4873,151,3201,1,I'm Not Your Toy,La Roux,La Roux,2009
4874,4874,151,1088,8,I'm Not Calling You A Liar,Lungs,Florence + The Machine,2009
4875,4875,151,3202,6,The Limit To Your Love,The Reminder,Feist,0
4876,4876,151,3203,1,New York,Jukebox,Cat Power,2008
4877,4877,151,2147,2,Afternoon (Album),No Promises,Carla Bruni,2007
4878,4878,151,2499,1,Sea Of Love,Juno - Music From The Motion Picture,Cat Power,1999
4879,4879,151,126,1,Bulletproof,Bulletproof,La Roux,2009
4880,4880,151,779,1,Metal Heart,Jukebox,Cat Power,1998
4881,4881,151,3204,7,Between Two Lungs,Lungs,Florence + The Machine,2009
4882,4882,151,1101,2,Rabbit Heart (Raise It Up),Rabbit Heart EP,Florence + The Machine,2009
4883,4883,151,1102,9,You've Got The Love,Lungs,Florence + The Machine,2009
4884,4884,151,2149,2,Those Dancing Days Are Gone (Album),No Promises,Carla Bruni,2007
4885,4885,151,1983,1,Stylo (Album Version) (Feat. Mos Def and Bobby Womack),Stylo (Feat. Mos Def and Bobby Womack),Gorillaz Featuring Mos Def and Bobby Womack,0
4886,4886,151,2150,1,I Felt My Life With Both My Hands (Album),No Promises,Carla Bruni,2007
4887,4887,151,3205,1,Back To The Ground,Back To The Ground,Jamie Cullum,0
4888,4888,151,3206,2,What If (Album Version),Jason Derulo,Jason Derulo,0
4889,4889,151,2501,1,Lived In Bars,The Greatest,Cat Power,2005
4890,4890,151,2342,2,My Boy Builds Coffins,Lungs,Florence + The Machine,2009
4891,4891,151,3207,2,Cay's Crays,Based on a True Story,Fat Freddy's Drop,2005
4892,4892,151,632,2,Gears,Gears,Future Rock,0
4893,4893,151,1187,3,Is It A Crime,The Best Of Sade,Sade,1985
4894,4894,151,1326,3,Bubbly,Bubbly,Colbie Caillat,2007
4895,4895,151,826,8,Electric Feel,The Anthems,MGMT,2007
4896,4896,151,827,2,Cosmic Love,Lungs,Florence + The Machine,2009
4897,4897,151,2161,2,Autumn (Album),No Promises,Carla Bruni,2007
4898,4898,152,3208,1,Marquee Moon (LP Version),Marquee Moon,Television,1977
4899,4899,152,3209,2,Wuthering Heights,The Kick Inside,Kate Bush,1977
4900,4900,152,768,1,Disorder [2007 Re-mastered Album Version],Unknown Pleasures [Collector's Edition],Joy Division,0
4901,4901,152,3210,1,Flash Light,Gold,Parliament,1977
4902,4902,152,3211,1,Damaged Goods,Gang of Four Hit Pac - 5 Series,Gang Of Four,1978
4903,4903,152,2101,1,Boys Don't Cry,Starter For 10: Original Motion Picture Soundtrack [International],The Cure,1979
4904,4904,153,57,1,A Pain That Im Used To,Playing The Angel,Depeche Mode,2005
4905,4905,153,1571,7,Natural's Not In It,Gang of Four Hit Pac - 5 Series,Gang Of Four,1979
4906,4906,153,342,17,Pogo,Idealism,Digitalism,2007
4907,4907,153,297,30,Uprising,Uprising,Muse,0
4908,4908,153,347,2,That Was Just A Dream,Bright Like Neon Love,Cut Copy,2004
4909,4909,153,3212,1,Five Minutes To Midnight,Boys Like Girls,Boys Like Girls,2006
4910,4910,153,838,1,Losing Touch,Day & Age,The Killers,2008
4911,4911,153,199,1,The Ballad of Michael Valentine,Sawdust,The Killers,2004
4912,4912,153,1383,2,Epona,The Celts,Enya,1987
4913,4913,153,3213,1,Nine Times Out Of Ten (1998 Digital Remaster),The Platinum Collection,Cliff Richard & The Shadows,0
4914,4914,153,3214,40,The Killing Moon,Ocean Rain,Echo And The Bunnymen,0
4915,4915,153,3215,1,Enterlude,Sam's Town,The Killers,2006
4916,4916,153,2306,2,Under The Gun,Sawdust,The Killers,2004
4917,4917,153,730,1,Hey,Wave Of Mutilation: Best Of Pixies,Pixies,1989
4918,4918,153,3216,1,It's No Good (Single Version),The Singles 86-98,Depeche Mode,0
4919,4919,153,3217,1,Black Is My Color,Original Deejay @ King Tubby's Studio,I-Roy,0
